Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:12650000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
12650000;1;01/12/2019;;1;1;1479,584;253,956;815,28;31;1;1;1;1;0;0;253,956;258,085;279,195;432,273;435,789;522,186;923,212;838,217;582,371;460,767;613,345;558,567;416,616;423,542;809,897;744,789;608,874;543,663;560,711;997,934;1314,47;1425,745;1369,573;1143,536;1292,091;1292,091;1179,871;1104,78;1012,072;1395,874;1479,584;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/11/2019;;1;1;437,551;84,405;232,676;25;11;1;1;1;0;0;95,421;101,611;108,905;115,48;116,433;120,285;105,229;98,936;105,229;94,551;84,405;153,172;260,855;205,575;277,763;392,794;401,227;343,942;337,656;342,365;279,195;210,577;229,828;369,622;437,551;396,157;308,532;367,992;265,036;253,956;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/10/2019;;1;1;141,452;13,357;84,849;25;8;2;2;2;0;0;54,48;58,582;52,481;44,219;38,886;27,687;17,073;13,357;44,219;28,678;41,217;46,692;57,199;100,715;105,229;110,765;112,64;120,285;134,22;140,408;122,232;103,412;101,611;84,405;141,452;134,22;112,64;128,161;116,433;120,285;116,433;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/09/2019;;1;1;71,71;25,754;46,083;22;8;2;2;2;0;0;34,958;33,871;31,746;30,707;28,678;27,687;26,713;25,754;28,18;31,746;33,334;45,448;59,279;59,279;50,516;51,167;64,265;37,744;54,48;63,541;68,687;71,71;70,191;67,198;62,105;58,582;55,154;47,951;36,06;25,754;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/08/2019;;1;1;37,179;22,084;26,166;30;25;1;1;1;0;0;29,684;27,198;26,713;27,198;26,713;27,198;27,687;27,687;27,198;27,198;26,713;26,232;24,812;25,754;25,754;25,281;24,812;24,812;24,348;23,887;23,887;22,977;22,529;23,43;22,084;22,977;23,887;26,713;22,529;37,179;36,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/07/2019;;1;1;76,358;33,871;59,832;22;31;1;1;1;0;0;70,191;68,687;67,198;65,724;65,724;62,821;62,105;61,393;59,98;59,279;58,582;55,832;54,48;54,48;53,143;53,143;51,822;51,167;57,199;64,265;70,191;76,358;76,358;71,71;67,198;61,393;57,199;54,48;50,516;38,313;33,871;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/06/2019;;1;1;270,659;67,198;97,101;11;19;1;1;1;0;0;86,059;82,766;77,938;75,574;87,728;107,981;92,823;79,532;137,298;205,575;270,659;187,316;117,391;108,905;99,824;71,71;68,687;68,687;67,198;67,94;68,687;70,191;74,794;76,358;77,938;81,141;77,938;76,358;74,794;73,245;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/05/2019;;1;1;316,078;70,191;156,247;6;30;1;1;1;0;0;259,469;239,079;208,069;227,217;295,162;316,078;266,437;223,325;192,108;160,854;135,242;125,18;118,352;126,17;123,211;184,941;233,772;196,957;157,54;128,161;107,981;97,171;86,891;82,766;80,335;81,141;81,141;84,405;77,938;70,191;76,358;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/04/2019;;1;1;812,452;228,521;403,722;5;15;1;1;1;0;0;804,797;556,426;468,022;578,008;812,452;675,216;613,345;505,083;423,542;366,366;322,176;295,162;259,469;233,772;228,521;241,753;235,094;235,094;311,54;427,024;397,844;479,003;473,498;363,122;320,646;302,556;302,556;322,176;295,162;262,246;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/03/2019;;1;1;1572,574;506,97;1056,574;2;8;1;1;1;0;0;1311,261;1572,574;1260,436;1078,318;715,609;604,418;522,186;506,97;604,418;912,375;1346,754;1452,547;1486,381;1279,384;925,93;853,858;1057,946;1090,041;874,925;827,866;915,079;749,706;802,253;1276,217;1472,803;1298,466;1023,451;1017,754;1285,73;1395,874;1232,264;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/02/2019;;1;1;1882,725;453,565;1232,943;11;27;1;1;1;0;0;1330,566;1452,547;1432,423;1565,594;1682,634;1551,678;1744,48;1551,678;1744,48;1826,08;1882,725;1693,471;1500,017;1506,858;1493,192;1402,486;1311,261;1066,655;772,02;656,591;649,67;784,55;747,245;691,714;622,334;506,97;453,565;898,915;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
12650000;1;01/01/2019;;1;1;1078,318;223,325;602,199;18;11;1;1;1;0;0;387,773;282,067;377,823;455,36;453,565;573,661;479,003;339,222;274,911;253,956;223,325;251,22;316,078;453,565;809,897;882,888;928,652;1078,318;928,652;809,897;835,624;767,035;613,345;573,661;682,264;789,589;749,706;735,001;777,021;830,448;754,638;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/12/2018;;1;1;691,714;311,54;494,044;21;7;1;1;1;0;0;675,216;661,224;547,902;471,669;425,281;342,365;311,54;384,443;493,827;595,553;562,86;379,473;372,893;457,159;430,52;371,256;353,472;381,126;640,496;682,264;691,714;686,981;629,116;446,415;409,743;460,767;466,203;539,553;406,327;490,101;547,902;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/11/2018;;1;1;915,079;127,164;468,899;27;5;2;2;2;0;0;210,577;200,629;177,9;137,298;127,164;258,085;253,956;245,789;265,036;464,388;597,763;730,13;747,245;722,853;512,652;245,789;249,857;283,509;484,537;547,902;449,983;774,518;631,384;501,318;539,553;749,706;915,079;779,527;640,496;622,334;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/10/2018;;1;1;225,916;46,692;92,287;28;11;1;1;1;0;0;57,199;55,832;54,48;53,143;51,822;53,143;52,481;50,516;49,869;48,586;46,692;47,319;56,514;120,285;130,166;182,58;175,582;134,22;50,516;59,279;90,259;91,11;92,823;76,358;68,687;70,191;136,268;225,916;130,166;177,9;170,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/09/2018;;1;1;105,229;29,684;49,9;1;19;1;1;1;0;0;105,229;100,715;92,823;77,938;59,98;54,48;52,481;54,48;57,889;57,199;51,822;47,951;41,217;40,628;39,463;39,463;37,179;30,707;29,684;30,707;31,746;31,224;30,707;29,684;37,744;40,044;45,448;51,822;49,226;47,319;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/08/2018;;1;1;120,285;49,226;71,999;27;4;1;1;1;0;0;61,393;56,514;51,822;49,226;49,226;53,143;57,199;57,199;62,105;63,541;68,687;70,949;69,437;67,198;65,724;65,724;53,81;54,48;59,98;64,265;68,687;92,823;101,611;97,171;77,146;62,821;120,285;113,583;107,06;98,051;91,11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/07/2018;;1;1;74,017;49,226;58,829;30;21;1;1;1;0;0;73,245;70,949;69,437;67,94;66,459;64,992;62,821;61,393;60,684;58,582;57,199;56,514;55,832;55,154;54,48;53,81;53,143;52,481;51,822;50,516;49,226;49,869;49,869;50,516;50,516;51,822;53,81;59,98;67,94;74,017;68,687;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/06/2018;;1;1;516,456;74,794;154,483;5;30;1;1;1;0;0;143,551;148,86;157,54;224,618;516,456;404,624;329,874;267,841;229,828;201,861;170,986;149,933;137,298;131,174;116,433;114,529;107,981;102,51;91,11;87,728;85,23;85,23;84,405;82,766;79,532;77,938;77,938;76,358;75,574;74,794;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/05/2018;;1;1;1075,396;142,5;453,562;16;31;1;1;1;0;0;408,034;458,961;449,983;425,281;401,227;381,126;342,365;329,874;369,622;469,844;663,547;672,874;613,345;640,496;861,73;1075,396;727,701;617,831;543,663;514,552;427,024;348,692;351,875;384,443;382,783;332,977;237,747;168,71;161,966;154,258;142,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/04/2018;;1;1;1173,778;301,071;577,923;4;24;1;1;1;0;0;915,079;835,624;1152,57;1173,778;1107,738;1078,318;1040,631;958,846;779,527;682,264;495,695;396,157;409,743;473,498;460,767;434,029;505,083;414,893;355,072;347,105;310,035;310,035;326,784;301,071;334,533;374,533;376,176;331,423;323,709;332,977;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/03/2018;;1;1;1356,512;364,742;608,489;31;6;1;1;1;0;0;389,444;547,902;872,279;769,525;446,415;364,742;516,456;535,671;565,012;529,872;524,103;499,44;418,342;408,034;421,805;421,805;491,963;524,103;541,499;649,67;586,749;471,669;406,327;402,924;462,576;584,558;631,384;934,108;1244,748;1343,509;1356,512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/02/2018;;1;1;1636,052;168,71;662,934;21;12;1;1;1;0;0;289,308;313,05;296,634;276,336;323,709;453,565;399,534;286,402;235,094;216,908;209,321;168,71;198,177;204,334;591,143;1037,758;1356,512;1469,418;1544,742;1600,64;1636,052;1343,509;967,16;856,478;797,176;684,62;457,159;348,692;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
12650000;1;01/01/2018;;1;1;1023,451;290,767;530,122;11;31;1;1;1;0;0;326,784;292,228;348,692;358,282;364,742;367,992;374,533;386,107;404,624;809,897;1023,451;658,906;604,418;506,97;464,388;404,624;975,508;975,508;893,558;708,401;691,714;794,643;626,851;482,689;394,474;394,474;428,771;401,227;348,692;329,874;290,767;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/12/2017;;1;1;1376,126;356,675;884,285;25;31;2;2;2;0;0;414,893;457,159;394,474;473,498;531,802;562,86;595,553;615,586;654,28;838,217;759,585;807,345;893,558;928,652;969,939;1012,072;1055,051;1101,824;1164,666;1198,24;1247,878;1279,384;1337,03;1366,302;1376,126;1363,035;1204,393;1026,305;817,575;608,874;356,675;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/11/2017;;1;1;371,256;29,684;205,871;25;2;2;2;2;0;0;30,194;29,684;50,516;58,582;69,437;120,285;146,726;166,448;188,509;204,334;243,095;305,537;367,992;363,122;337,656;279,195;224,618;180,233;146,726;123,211;108,905;108,905;105,229;159,746;371,256;328,328;293,694;336,093;366,366;361,505;;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/10/2017;;1;1;89,411;18,677;42,906;27;1;1;1;1;0;0;18,677;20,348;22,084;22,977;23,887;24,812;26,232;28,678;31,224;35,507;39,463;41,81;44,219;50,516;54,48;47,951;41,81;38,313;34,958;34,413;37,179;41,217;45,448;62,821;79,532;86,059;89,411;79,532;58,582;37,744;30,194;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/09/2017;;1;1;58,582;16,296;30,347;1;21;1;1;1;0;0;58,582;58,582;57,889;55,832;54,48;51,822;49,226;47,319;39,463;36,06;33,334;30,194;27,687;24,812;22,084;20,348;19,088;17,073;17,073;16,682;16,296;16,296;16,296;17,073;17,073;17,073;17,867;18,27;18,677;17,867;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/08/2017;;1;1;56,514;5,247;13,484;31;1;1;1;1;0;0;5,247;5,711;5,711;5,711;5,95;6,193;6,193;6,193;6,693;6,693;7,211;7,747;8,3;8,3;8,3;8,872;8,872;9,46;9,46;10,69;11,331;11,331;11,989;12,664;13,357;15,536;17,867;20,776;47,319;51,822;56,514;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/07/2017;;1;1;57,889;4,802;21,033;1;27;1;1;1;0;0;57,889;55,832;53,81;51,167;49,226;46,692;37,179;32,801;27,687;24,812;21,644;19,924;17,867;17,073;15,536;14,427;13,357;12,664;11,658;9,46;8,3;6,693;5,247;5,022;5,247;5,022;4,802;5,022;5,247;5,477;5,247;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/06/2017;;1;1;369,622;61,393;119,438;1;30;1;1;1;0;0;369,622;270,659;219,464;189,705;153,172;130,166;126,17;122,232;118,352;116,433;112,64;110,765;107,06;105,229;103,412;99,824;98,051;97,171;96,294;94,551;92,823;89,411;82,766;79,532;73,245;70,191;64,992;64,992;62,821;61,393;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/05/2017;;1;1;567,169;180,233;275,348;24;6;1;1;1;0;0;228,521;228,521;241,753;223,325;198,177;180,233;183,759;181,405;180,233;241,753;241,753;231,139;214,365;204,334;209,321;232,454;245,789;203,095;193,315;293,694;293,694;282,067;319,12;567,169;477,164;377,823;328,328;334,533;384,443;396,157;418,342;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/04/2017;;1;1;764,547;204,334;481,43;13;26;1;1;1;0;0;684,62;725,275;647,371;629,116;620,081;512,652;469,844;391,117;340,792;394,474;541,499;677,561;764,547;698,843;599,977;575,832;526,023;460,767;595,553;524,103;408,034;339,222;305,537;260,855;223,325;204,334;216,908;402,924;408,034;293,694;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/03/2017;;1;1;1913,27;602,196;1086,851;2;28;1;1;1;0;0;1890,34;1913,27;1657,474;1034,889;1040,631;1069,565;969,939;1359,771;1232,264;1087,105;992,305;1176,823;1057,946;1185,979;1469,418;1604,164;1472,803;1198,24;1026,305;1235,379;1210,56;882,888;691,714;706,005;613,345;620,081;620,081;602,196;720,434;668,203;682,264;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/02/2017;;1;1;1971,167;409,743;912,177;1;7;1;1;1;0;0;1971,167;1886,531;1295,277;752,17;565,012;468,022;409,743;437,551;480,844;488,243;457,159;432,273;584,558;654,28;898,915;848,629;730,13;565,012;430,52;462,576;802,253;815,012;1032,024;1337,03;1459,284;1646,746;1781,353;1848,64;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
12650000;1;01/01/2017;;1;1;1924,784;665,873;1156,535;31;1;1;1;1;0;0;665,873;901,6;1140,532;917,786;691,714;856,478;1084,172;1201,314;1057,946;958,846;1066,655;1222,94;1314,47;1195,169;1075,396;1137,533;1304,856;1548,208;1621,843;1482,981;1363,035;1113,667;917,786;1037,758;1128,555;906,98;727,701;978,298;1496,603;1811,113;1924,784;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/12/2016;;1;1;882,888;74,017;336,334;18;1;1;1;1;0;0;74,017;74,017;101,611;136,268;123,211;176,739;386,107;672,874;663,547;638,213;468,022;345,522;266,437;206,821;182,58;146,726;332,977;882,888;730,13;439,318;331,423;283,509;222,034;177,9;170,986;155,349;133,201;151,009;382,783;578,008;792,114;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/11/2016;;1;1;382,783;57,199;162,746;1;27;1;1;1;0;0;382,783;298,11;240,414;308,532;301,071;240,414;152,089;109,833;125,18;120,285;107,981;144,606;154,258;143,551;181,405;184,941;237,747;262,246;211,836;160,854;118,352;91,965;87,728;79,532;73,245;64,265;57,199;74,794;84,405;82,766;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/10/2016;;1;1;820,142;74,794;191,193;30;3;1;1;1;0;0;114,529;80,335;74,794;90,259;86,059;75,574;94,551;144,606;140,408;165,322;189,705;205,575;218,184;175,582;156,443;147,791;128,161;98,051;100,715;91,965;81,952;86,059;138,331;154,258;159,746;172,13;159,746;308,532;713,203;820,142;554,289;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/09/2016;;1;1;109,833;19,088;32,357;30;14;1;1;1;0;0;24,812;22,977;22,529;24,812;26,713;26,232;30,707;29,684;26,232;24,812;22,529;21,208;19,924;19,088;19,924;21,208;21,208;21,208;27,198;26,713;29,684;41,217;49,226;44,832;41,81;38,886;40,628;42,406;52,481;109,833;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
12650000;1;01/08/2016;;1;1;42,406;22,529;27,44;16;10;1;1;1;0;0;27,198;26,713;26,232;25,754;24,812;24,348;23,887;23,43;22,977;22,529;22,977;22,977;22,977;26,713;40,044;42,406;41,81;38,886;33,334;28,678;26,713;25,281;24,812;24,348;24,812;25,281;26,713;26,713;26,713;24,812;25,754;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/07/2016;;1;1;77,146;27,687;45,752;15;31;1;1;1;0;0;41,217;41,81;51,167;67,94;68,687;60,684;53,143;47,951;43,611;40,628;39,463;44,219;55,832;66,459;77,146;71,71;59,279;50,516;44,219;40,628;37,744;36,06;34,413;33,334;32,271;31,746;30,707;30,194;29,179;28,678;27,687;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
12650000;1;01/06/2016;;1;1;110,765;41,81;73,34;11;30;1;1;1;0;0;90,259;86,891;103,412;91,11;89,411;86,891;78,733;71,71;71,71;79,532;110,765;107,981;97,171;94,551;93,685;94,551;85,23;71,71;63,541;58,582;55,154;52,481;50,516;48,586;47,319;46,068;44,832;43,611;42,406;41,81;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
