Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:13180000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
13180000;1;01/11/2017;;1;1;683,03;49,385;318,558;15;7;1;1;1;;0;95,16;76,322;77,934;81,217;70,073;63,417;49,385;125,974;127,053;177,422;209,296;242,737;396,241;417,777;683,03;644,218;465,212;418,871;387,815;343,369;294,912;118,568;218,126;609,472;598,593;453,644;428,798;479,321;587,83;614,955;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/10/2017;;1;1;479,321;87,157;262,314;5;25;2;2;2;;0;181,404;178,744;268,916;422,165;479,321;472,235;460,564;449,065;359,162;309,359;313,034;298,485;314,882;327,995;307,53;287,841;215,159;225,65;228,702;93,346;95,16;96,995;96,075;96,075;87,157;158,291;270,605;255,628;249,133;277,424;255,628;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;
13180000;1;01/09/2017;;1;1;30,68;12,046;23,6;18;4;1;1;1;;0;28,395;15,222;14,612;12,046;22,937;23,732;23,135;22,937;23,135;23,333;22,351;22,351;22,937;22,546;22,158;24,955;29,296;30,68;20,097;19,022;23,333;23,732;23,532;24,544;23,532;26,215;29,753;30,68;28,173;28,619;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/08/2017;;1;1;98,851;31,149;73,336;2;31;1;1;1;;0;98,385;98,851;97,457;94,705;95,617;92,446;91,552;90,22;89,338;86,293;83,31;85,434;83,31;81,217;79,976;79,976;77,529;85,434;75,126;73,942;68,56;68,56;59,887;55,477;53,833;45,752;33,807;38,436;44,287;33,56;31,149;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/07/2017;;1;1;183,415;98,851;132,068;1;31;1;1;1;;0;183,415;180,071;176,107;172,843;173,493;168,974;157,062;157,676;158,908;143,325;149,206;150,998;145,075;139,863;121,709;111,426;113,946;107,462;102,149;103,103;111,426;121,709;118,049;110,427;108,445;102,149;102,149;104,063;100,257;99,787;98,851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180000;1;01/06/2017;;1;1;591,852;190,898;344,022;8;29;1;1;1;;0;436,614;434,372;425,474;408,002;453,644;500,954;551,063;591,852;538,271;474,59;429,909;387,815;375,376;351,213;337,555;319,529;318,596;282,604;273,151;262,223;252,368;237,22;232,551;224,891;219,619;215,899;204,962;197,856;190,898;191,588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
13180000;1;01/11/2016;;1;1;540,815;134,764;246,437;1;9;2;2;2;;0;540,815;337,555;333,711;313,034;253,995;209,296;176,107;143,907;134,764;189,525;255,628;260,565;218,126;207,845;206,4;199,265;236,438;302,084;314,882;255,628;250,748;253,995;225,65;202,102;163,267;162,015;160,768;268,916;258,913;357,165;;;;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;
13180000;1;01/10/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;159,527;159,527;164,525;216,64;789,969;921,851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
13180000;1;01/05/2014;;1;1;1129,793;440,184;746,626;1;31;1;1;1;0;0;1129,793;1109,926;1079,478;1049,579;1005,752;971,162;953,168;937,357;921,718;904,329;883,369;855,3;831,451;778,079;757,373;738,711;712,107;676,558;656,107;604,536;574,047;545,959;516,116;514,785;529,545;533,618;514,785;489,927;473,379;457,2;440,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/04/2014;;1;1;1356,303;995,497;1179,638;1;14;1;1;1;0;0;1356,303;1331,44;1306,876;1277,792;1249,134;1230,263;1202,307;1179,33;1154,388;1125,359;1094,633;1066,597;1028,557;995,497;999,591;1026,47;1070,879;1090,289;1120,935;1158,897;1202,307;1232,612;1258,639;1285,023;1287,439;1265,8;1234,963;1216,233;1186,193;1154,388;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/03/2014;;1;1;;;;;;0;0;0;0;0;3081,667;3174,888;3393,574;3156,113;2599,534;1963,256;1493,143;1547,029;;;;;;;1237,318;1186,193;1294,706;1435,299;1690,143;1906,489;2295,242;2552,965;2697,577;2566,22;2500,35;2366,462;2043,911;1793,189;1610,549;1458,782;1391,618;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
13180000;1;01/02/2014;;1;1;4216,404;961,138;2755,212;9;25;1;1;1;0;0;1331,44;1769,284;2277,658;2536,454;2892,98;3281,242;3752,311;4040,802;4216,404;4216,404;4128,053;3929,011;3669,846;3354,588;3077,972;3208,848;3548,164;3840,063;3504,151;2797,764;1950,547;1511,861;1287,439;1186,193;961,138;1170,22;1571,686;2133,414;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
13180000;1;01/01/2014;;1;1;2780,337;88,046;1446,821;8;27;1;1;1;0;0;1432,705;1613,348;1713,346;1884,706;2348,524;2490,556;2623,004;2780,337;2398,976;2208,202;2330,675;2441,926;2633,101;2756,047;2520,005;2160,415;1690,143;1253,881;955,156;725,33;516,116;323,605;242,06;170,038;182,591;112,687;88,046;194,322;409,691;668,643;983,28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/12/2013;;1;1;2649,979;51,959;1086,199;27;17;1;1;1;0;0;2109,969;1796,192;1437,896;1193,082;1022,305;1098,988;1051,696;1014,006;737,03;537,711;392,743;390,518;357,083;268,115;177,898;114,174;51,959;91,019;202,891;413,137;695,801;1118,728;1563,439;1787,193;2047,181;2320,008;2649,979;2260,163;1838,576;1593,818;1338,868;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/11/2013;;1;1;2510,166;601,588;1235,422;17;27;1;1;1;0;0;799,151;887,156;937,357;1005,752;965,14;887,156;785,062;723,668;757,373;842,404;1014,006;1188,486;1432,705;1644,354;1784,2;2093,326;2510,166;2221,981;2034,12;1778,224;1627,394;1453,542;1244,398;1030,647;816,992;678,148;601,588;757,373;1179,33;1381,467;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/10/2013;;1;1;;;;;;0;0;0;0;0;;;;;;;;;29,225;56,238;140,296;123,363;135,234;111,213;70,075;49,612;62,404;144,318;298,723;393,858;668,643;1024,386;847,915;687,74;769,407;873,947;765,956;656,107;508,166;581,213;728,66;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/05/2013;;1;1;424,759;230,857;319,097;1;10;1;1;1;0;0;424,759;388,302;338,556;319,692;304,35;288,584;276,894;261,224;240,438;230,857;242,874;260,371;297,792;314,845;330,527;343,638;361,288;364,463;370,867;353,95;343,638;361,288;356,037;338,556;320,667;316,778;310,045;305,294;304,35;306,241;314,845;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/04/2013;;1;1;2950,291;463,379;1654,938;1;30;1;1;1;;0;2950,291;2857,496;2780,337;2731,882;2649,979;2552,965;2474,283;2323,56;2246,229;2150,263;2063,584;1960,073;1878,512;1808,236;1701,719;1552,487;1453,542;1386,536;1299,565;1216,233;1112,122;1018,15;963,138;890,954;806,256;681,336;617,92;552,895;504,221;463,379;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/03/2013;;1;1;6366,688;3026,517;4587,284;14;31;1;1;1;;0;3089,064;3377,948;3608,703;3810,68;4010,523;4198,646;4387,312;4548,274;4760,259;5101,372;5363,807;5772,071;6153,556;6366,688;6103,702;5798,844;5708,112;5697,493;5461,634;5317,831;5191,338;5076,545;4899,893;3882,27;3814,869;3744,016;3669,846;3568,277;3456,506;3239,214;3026,517;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/02/2013;;1;1;5041,907;3055,857;4039,639;15;28;1;1;1;;0;3810,68;3706,822;3673,943;3637,161;3604,648;3576,341;3564,249;3669,846;3814,869;3920,488;4045,138;4364,595;4651,201;4832,187;5041,907;5041,907;4953,479;4798,542;4741,186;4548,274;4265,466;4075,571;3933,277;3731,594;3552,181;3323,589;3174,888;3055,857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
13180000;1;01/01/2013;;1;1;5333,13;1412,064;3119,244;24;1;1;1;1;;0;1412,064;1458,782;1430,114;1424,942;1443,099;1549,756;1655,724;1739,697;1820,332;1960,073;2066,875;2163,806;2362,868;2493,818;2606,227;2759,509;2950,291;3472,345;3950,366;4337,427;4557,575;4832,187;5116,302;5333,13;5256,891;4997,578;4693,699;4525,07;4274,422;4071,215;3980,378;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/12/2012;;1;1;1299,565;68,28;423,177;31;14;1;1;1;;0;82,695;109,751;125,469;108,784;95,821;76,024;80,298;93,182;100,786;87,209;78,726;77,174;79,904;68,28;192,917;246,968;258,671;282,25;349,801;441,386;513,457;606,014;662,356;764,234;885,261;979,23;1064,46;1068,736;1066,597;1172,493;1299,565;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/11/2012;;1;1;85,962;3,951;30,622;18;3;1;1;1;;0;6,832;5,297;3,951;4,904;6,444;8,09;10,611;12,863;14,353;15,952;18,866;23,146;25,692;27,422;29,636;37,211;59,757;85,962;76,024;57,184;38,912;34,866;30,26;22,108;19,331;29,225;38,177;47,056;65,126;63,416;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/10/2012;;1;1;24,58;2,153;8,541;22;14;1;1;1;;0;5,501;5,57;6,143;8,449;6,753;5,57;4,47;5,781;7,57;6,292;4,904;3,68;2,465;2,153;2,895;5,364;7,402;9,888;12,507;14,353;18,866;24,58;23,677;19,963;16,229;9,588;6,597;4,653;3,733;3,523;5,64;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/09/2012;;1;1;3,321;0,501;1,273;30;16;1;1;1;;0;1,163;1,43;1,702;1,834;1,488;1,138;0,974;0,768;0,642;0,806;1,292;1,292;0,952;0,712;0,609;0,501;0,694;0,846;1,066;0,694;0,561;0,93;1,188;1,163;1,43;1,639;2,043;2,424;2,895;3,321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
13180000;1;01/08/2012;;1;1;11,928;0,303;3,055;1;13;1;1;1;;0;11,928;10,505;9,295;7,154;5,64;4,777;3,895;2,895;2,305;1,547;1,163;0,659;0,303;0,846;1,239;1,019;0,787;1,265;2,228;3,472;4,592;3,575;2,506;2,079;1,735;2,19;1,735;1,042;0,694;0,694;0,952;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/07/2012;;1;1;46,778;6,675;23,411;1;23;1;1;1;;0;46,778;46,224;44,319;41,687;38,177;35,327;33,283;37,211;38,666;34,866;30,47;27,816;25,692;24,036;20,935;19,804;18,56;16,09;11,039;9,392;8,268;7,319;6,675;12,507;17,81;13,719;11,478;9,588;8,818;13,104;16,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180000;1;01/06/2012;;1;1;492,506;29,636;93,941;9;29;1;1;1;;0;149,599;99,416;51,662;39,159;33,731;51,959;76,789;155,005;492,506;469,613;161,782;131,925;89,737;70,438;55,925;50,777;48,181;58,14;63,416;42,989;39,657;58,14;66,516;55,303;39,159;36,972;33,507;31,965;29,636;34,637;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/05/2012;;1;1;;;;;;0;0;0;;0;;;;;1588,266;885,261;493,799;291,326;195,733;128,671;99,416;68,637;164,294;267,247;268,115;135,234;88,889;79,51;77,948;77,174;330,527;708,826;743,771;1020,226;1163,418;1204,621;1681,495;2267,15;1690,143;671,802;212,449;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180000;1;01/04/2012;;1;1;3827,454;1995,264;2848,457;1;30;1;1;1;;0;3827,454;3744,016;3669,846;3612,76;3528,118;3472,345;3417,094;3354,588;3288,917;3243,021;3178,651;3026,517;2953,895;2892,98;2843,375;2780,337;2697,577;2606,227;2546,353;2471,036;2409,819;2355,689;2330,675;2309,373;2274,152;2235,816;2184,223;2133,414;2070,17;1995,264;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/03/2012;;1;1;5944,682;3903,475;5053,696;2;31;1;1;1;;0;5939,242;5944,682;5868,796;5804,208;5745,371;5750,705;5734,711;5586,695;5513,541;5446,119;5368,93;5368,93;5277,158;5206,423;5126,27;5141,243;5126,27;5051,79;4963,259;4924,208;4875,648;4774,594;4580,876;4483,479;4382,763;4287,878;4225,299;4141,236;4088,654;4032,137;3903,475;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/02/2012;;1;1;5868,796;3323,589;4316,722;29;5;1;1;1;;0;3500,166;3504,151;3409,243;3370,151;3323,589;3327,454;3381,851;3480,281;3608,703;3723,326;3798,128;3852,697;3844,271;3878,037;3941,816;4119,279;4341,948;4378,217;4552,923;4707,916;4963,259;5121,284;5246,774;5328,027;5487,551;5618,221;5718,743;5788,126;5868,796;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
13180000;1;01/01/2012;;1;1;3385,756;547,342;1689,291;31;1;1;1;1;;0;547,342;564,112;550,114;581,213;616,423;694,184;765,956;802,698;1011,939;1101,17;1156,641;1199,997;1230,263;1394,163;1503,821;1604,959;1687,257;1835,527;1950,547;2004,932;2153,644;2267,15;2359,277;2464,55;2543,051;2663,528;2707,842;2742,223;2950,291;3327,454;3385,756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180000;1;01/12/2011;;1;1;2184,223;504,221;1080,299;3;27;1;1;1;;0;2060,297;2130,054;2184,223;2136,777;1953,719;1757,41;1675,746;1544,305;1417,206;1356,303;1265,8;1163,418;1060,194;969,152;894,762;813,403;718,698;679,74;662,356;654,55;642,187;633,015;628,462;604,536;597,183;539,08;504,221;552,895;566,939;566,939;555,685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180000;1;01/11/2011;;1;1;1944,213;329,532;842,211;30;1;1;1;1;;0;329,532;337,545;345,684;365,525;390,518;410,837;431,834;452,295;509,485;564,112;584,096;622,423;651,445;705,555;740,395;799,151;827,82;849,758;902,411;927,563;965,14;1022,305;1081,634;1220,898;1268,192;1363,821;1443,099;1536,152;1672,876;1944,213;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
13180000;1;01/10/2011;;1;1;302,466;41,43;143,173;31;1;1;1;1;;0;41,43;45,401;54,685;54,993;58,461;58,783;64,782;64,096;68,995;78,726;87,209;89,737;103,563;114,174;123,363;134,125;142,011;151,387;161,158;172,632;177,898;184,626;200,008;216,202;219,998;230,07;234,818;251,94;262,936;287,673;302,466;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;1;01/09/2011;;1;1;35,559;30,051;32,451;28;16;1;1;1;;0;30,892;31,105;31,105;31,748;31,965;31,965;31,748;32,62;31,318;31,105;31,105;30,892;30,47;30,26;30,26;30,051;31,533;32,62;32,84;32,84;32,62;32,84;34,409;34,637;34,637;33,956;35,327;35,559;35,559;35,559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
13180000;1;01/08/2011;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;65,472;63,756;62,404;62,404;61,071;56,552;54,071;49,902;44,857;40,918;37,211;32,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/12/2009;;1;1;1627,394;389,409;888,125;28;16;1;1;1;;0;1256,259;1156,641;774,602;667,068;582,653;566,939;569,775;568,356;486,076;424,759;427,109;421,25;424,759;415,444;406,264;389,409;469,613;487,357;594,259;616,423;1047,464;1443,099;1112,122;1242,035;1406,934;1599,382;1613,348;1627,394;1618,957;1579,962;1536,152;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/11/2009;;1;1;2840,378;304,35;961,355;24;3;1;1;1;;0;339,568;315,81;304,35;310,045;448,639;557,084;493,799;452,295;410,837;391,63;390,518;397,217;371,941;375,177;474,639;541,825;705,555;864,591;806,256;668,643;923,664;1301,999;2457,496;2840,378;2550,783;2106,633;1922,149;1850,804;1754,45;1511,861;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/10/2009;;1;1;474,639;100,786;257,656;31;1;1;1;1;;0;100,786;122,84;150,79;206,533;213,196;190,822;167,469;149,599;138,031;129,75;147,825;149,599;192,217;230,857;279,564;285,858;241,248;238,019;246,145;258,671;267,247;291,326;314,845;345,684;362,344;369,794;391,63;415,444;446,213;468,362;474,639;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/09/2009;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
13180000;2;01/12/2008;;1;1;;;;;;0;0;0;;0;779,821;870,197;927,563;993,454;1043,243;1193,082;1544,305;1490,481;1412,064;1287,439;1125,359;1039,033;1022,305;915,898;1341,349;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
13180000;2;01/11/2008;;1;1;881,479;100,786;392,66;22;13;1;1;1;;0;220,762;244,506;298,723;362,344;293,164;306,241;300,591;222,296;190,127;166,194;152,587;120,248;100,786;139,161;192,917;230,07;276,008;315,81;400,594;722,009;838,742;881,479;720,352;656,107;628,462;668,643;552,895;517,449;521,461;539,08;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/10/2008;;1;1;230,07;61,402;108,851;27;6;1;1;1;;0;68,28;66,167;65,472;63,416;62,74;61,402;62,74;64,439;65,472;68,28;73,756;80,695;84,318;90,163;94,056;99,871;103,563;95,821;91,019;78,726;80,695;101,706;128,671;134,125;143,739;191,518;230,07;223,837;210,96;195,733;192,917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/09/2008;;1;1;73,756;56,868;64,006;1;30;1;1;1;;0;73,756;72,269;71,9;71,9;67,925;65,472;64,096;61,735;62,069;62,069;62,069;62,069;62,069;62,069;62,74;62,74;63,756;64,782;64,782;65,472;65,472;64,782;64,096;63,416;61,402;60,741;60,083;58,783;58,783;56,868;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/08/2008;;1;1;110,237;73,382;87,449;13;27;1;1;1;;0;83,504;83,504;83,504;85,137;85,549;86,376;86,792;86,792;85,549;95,378;101,706;106,39;110,237;110,237;103,097;91,88;91,019;88,467;85,137;85,137;85,137;85,137;85,137;83,504;82,695;77,948;73,382;75,643;75,643;75,643;75,643;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/07/2008;;1;1;116,176;83,504;98,396;1;30;1;1;1;;0;116,176;110,237;108,302;106,39;102,632;102,632;100,786;100,786;95,378;93,618;92,746;93,618;93,618;91,88;91,88;91,88;90,163;88,467;92,746;98,962;110,724;111,213;109,267;107,822;105,442;98,509;91,88;91,88;93,618;83,504;83,504;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/06/2008;;1;1;351,872;188,742;241,834;5;30;1;1;1;;0;254,451;254,451;288,584;349,801;351,872;336,537;262,936;252,775;244,506;236,415;228,501;223,837;214,696;210,218;208,739;219,235;234,818;249,446;266,382;266,382;251,107;230,07;220,762;210,218;205,802;203,616;201,446;197,151;191,518;188,742;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/05/2008;;1;1;917,836;254,451;440,105;3;31;1;1;1;;0;678,148;643,724;917,836;824,201;625,438;550,114;496,391;458,431;438,985;420,085;455,971;441,386;427,109;417,76;406,264;379,519;431,834;522,802;460,901;414,289;364,463;345,684;321,645;306,241;296,862;282,25;273,36;266,382;261,224;259,52;254,451;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/04/2008;;1;1;3409,243;690,957;1586,244;7;26;1;1;1;;0;1844,683;1820,332;1808,236;2498,263;2740,266;2943,091;3409,243;3362,364;2864,572;2355,689;2086,692;1772,261;1464,035;1371,365;1301,999;1249,134;1225,575;1230,263;1336,389;1282,61;997,542;824,201;747,156;713,751;694,184;690,957;720,352;720,352;778,079;733,674;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/03/2008;;1;1;2829,294;1517,238;1928,351;6;20;1;1;1;;0;1944,213;1748,539;1727,953;2167,2;2716,587;2829,294;2435,443;2221,981;1956,895;1931,585;1972,823;1919,01;1730,884;1687,257;1814,277;2014,631;2291,718;1988,835;1599,382;1517,238;1655,724;1675,746;1863,086;1793,189;1707,526;1690,143;1742,641;1796,192;1853,87;1875,42;1909,614;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/02/2008;;1;1;3066,903;917,836;1929,508;2;19;1;1;1;;0;2971,953;3066,903;2053,732;1517,238;1125,359;1453,542;1647,192;2034,12;2136,777;1925,291;1678,619;1412,064;1125,359;1043,243;1120,935;1464,035;1736,756;1530,733;917,836;1134,239;1796,192;1909,614;2362,868;2681,319;2853,962;3022,861;2928,721;2868,831;2435,443;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
13180000;2;01/01/2008;;1;1;3015,558;483,519;1545,317;15;6;1;1;1;;0;634,538;603,061;684,533;610,461;536,345;483,519;522,802;917,836;1474,576;937,357;925,612;1695,925;1941,051;2716,587;3015,558;3008,264;2828,241;2788,027;2828,241;2562,131;2053,732;1772,261;1356,303;1009,874;995,497;902,411;802,698;815,196;1311,765;2298,769;2871,658;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/12/2007;;1;1;2820,168;720,352;1658,688;8;31;1;1;1;;0;857,153;1638,688;1778,224;1796,192;1998,483;2113,308;2228,892;2820,168;2630,906;2756,127;2406,241;1490,481;1417,206;1571,686;1772,261;1900,249;1863,086;1982,42;2320,008;2398,976;2060,297;1678,619;1120,935;767,68;750,552;868,325;917,836;969,152;945,241;879,592;720,352;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/11/2007;;1;1;868,325;183,268;505,374;25;8;1;1;1;;0;269,856;246,145;200,008;191,518;211,704;215,448;199,291;183,268;190,127;280,457;720,352;835,091;733,674;687,74;525,493;455,971;496,391;743,771;831,451;831,451;795,613;584,096;475,901;778,079;868,325;737,03;572,621;436,593;424,759;438,985;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
13180000;2;01/10/2007;;1;1;401,724;71,9;147,086;24;15;1;1;1;;0;74,507;76,406;77,948;79,51;79,51;75,643;74,884;72,639;73,01;77,56;81,092;93,182;77,948;73,756;71,9;76,406;82,695;91,019;105,442;113,181;122,84;184,626;273,36;401,724;394,976;358,131;289,496;246,145;217,715;214,696;227,72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
13180000;2;01/09/2007;;1;1;89,312;71,166;76,566;17;27;1;1;1;;0;79,904;78,726;75,643;74,884;74,884;77,56;78,726;79,51;81,092;78,726;74,884;73,382;72,639;72,639;81,891;85,137;89,312;85,962;82,695;76,406;74,507;72,639;71,9;73,382;72,639;72,639;71,166;71,166;71,166;71,166;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
